"gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue",,,,
"4174641959	80b401aa-f762-11e1-a439-00145eb45e9a	a630f2f4b2b4aee305bccad500de414e	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Ceiba	Ceiba schottii		SPECIES	Ceiba schottii Britten & Baker fil.	Ceiba schottii	Britten & Baker f."," 1896	MX	Pomuch	Campeche	PRESENT		ff90b050-c256-11db-b71b-b8a03c50a862	20.141667	-90.175	80.0		0.0	0.0	0.0	0.0	1985-07-26	26	7	1985	8151353	8151353	PRESERVED_SPECIMEN	CCBA-FMVZ-UADY	UADY	4381		J.C. Trejo		CC_BY_4_0	ComisiÃ³n Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	C. Chan			2024-04-11T19:51:24.342Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED;TYPE_STATUS_INVALID;INSTITUTION_MATCH_NONE",,,
"4168555787	dedb8f2b-4641-44f2-bafb-057f9fe70ce0	9c7de54028cddc6b734e7b603acf0a58	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Ceiba	Ceiba schottii		SPECIES	Ceiba schottii Britten & Baker fil.	Ceiba schottii	Britten & Baker f."," 1896	MX	ChampotÃ³n", Campeche - km 7," entre ConhuÃ¡s y carretera Calakmul	Campeche	PRESENT	1	ff90b050-c256-11db-b71b-b8a03c50a862	18.528333	-89.874444			108.5	108.5	0.0	0.0	1995-07-02	2	7	1995	8151353	8151353	PRESERVED_SPECIMEN	CCBA-FMVZ-UADY	UADY	5692		CGB		CC_BY_4_0	ComisiÃ³n Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	CGB			2024-04-15T07:10:00.069Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE",
"4168555751	dedb8f2b-4641-44f2-bafb-057f9fe70ce0	3510796a188a7bc80828658b123dafa7	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Ceiba	Ceiba schottii		SPECIES	Ceiba schottii Britten & Baker fil.	Ceiba schottii	Britten & Baker f."," 1896	MX	HecelchakÃ¡n"," Campeche - Pomuch camino a Isla de Jaina	Campeche	PRESENT	1	ff90b050-c256-11db-b71b-b8a03c50a862	20.205556	-90.294444			3.0	3.0	0.0	0.0	1985-07-26	26	7	1985	8151353	8151353	PRESERVED_SPECIMEN	ECOSUR	CIQR	16006		JCT		CC_BY_4_0	ComisiÃ³n Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	CCV			2024-04-15T07:09:57.647Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH;DIFFERENT_OWNER_INSTITUTION",,
"4168555476	dedb8f2b-4641-44f2-bafb-057f9fe70ce0	a32e6e8f6ebc3c6f177e4a6fa3f6545e	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Ceiba	Ceiba schottii		SPECIES	Ceiba schottii Britten & Baker fil.	Ceiba schottii	Britten & Baker f."," 1896	MX	HecelchakÃ¡n"," Campeche - Pomuch camino a Isla de Jaina	Campeche	PRESENT	1	ff90b050-c256-11db-b71b-b8a03c50a862	20.205556	-90.294444			7.5	7.5	0.0	0.0	1985-07-26	26	7	1985	8151353	8151353	PRESERVED_SPECIMEN	CCBA-FMVZ-UADY	UADY	5695		JCT		CC_BY_4_0	ComisiÃ³n Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	CCV			2024-04-15T07:09:59.980Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE",,
"4168554565	dedb8f2b-4641-44f2-bafb-057f9fe70ce0	a80e11f699b3e56670a6e6c96bb742cf	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Ceiba	Ceiba schottii		SPECIES	Ceiba schottii Britten & Baker fil.	Ceiba schottii	Britten & Baker f."," 1896	MX	CalkinÃ­", Campeche - Hacienda Santa Cruz," sobre el camino CalkinÃ­-Punta Arenas.	Campeche	PRESENT	1	ff90b050-c256-11db-b71b-b8a03c50a862	20.4025	-90.037778			6.5	6.5	0.0	0.0	1987-07-26	26	7	1987	8151353	8151353	PRESERVED_SPECIMEN	ECOSUR	CIQR	13807		EC		CC_BY_4_0	ComisiÃ³n Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	EC; HC			2024-04-15T07:09:56.342Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH;DIFFERENT_OWNER_INSTITUTION",
"4032133201	7bd65a7a-f762-11e1-a439-00145eb45e9a	urn:catalog:MO:Tropicos:102459227	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Ceiba	Ceiba schottii		SPECIES	Ceiba schottii Britten & Baker fil.	Ceiba schottii Britten & Baker f.	Britten & Baker f.	MX	""1 km al N de la hacinda ChunkanÃ¡n"," en las inmediaciones del cenote ChasinikchÃ© (""""Hormiga del Ã¡rbol rojo"""").""	YucatÃ¡n	PRESENT	1	90fd6680-349f-11d8-aa2d-b8a03c50a862	20.717222	-89.296667			14.0				2005-09-20	20	9	2005	8151353	8151353	PRESERVED_SPECIMEN	MO	Tropicos	102459227	0021			CC_BY_4_0	Missouri Botanical Garden	Ricardo Balam NarvÃ¡ez;GermÃ¡n Carnevali;Diego F. Angulo			2025-01-25T19:30:25.407Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY",,,
"4032088011	7bd65a7a-f762-11e1-a439-00145eb45e9a	urn:catalog:MO:Tropicos:102078569	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Ceiba	Ceiba schottii		SPECIES	Ceiba schottii Britten & Baker fil.	Ceiba schottii Britten & Baker f.	Britten & Baker f.	MX	A 12 km al E de Conhuas"," sobre la carretera Chetumal-Francisco EscÃ¡rcega. Veg: Acahual de selva mediana.	Campeche	PRESENT		90fd6680-349f-11d8-aa2d-b8a03c50a862									1984-08-01	1	8	1984	8151353	8151353	PRESERVED_SPECIMEN	MO	Tropicos	102078569	6995	W.S. Alverson (F)	2007-01-01T00:00:00	CC_BY_4_0	Missouri Botanical Garden	Edgar Fco. Cabrera C.;H. de Cabrera			2025-01-25T19:28:10.688Z		TAXON_MATCH_TAXON_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY",,,
"4032065661	7bd65a7a-f762-11e1-a439-00145eb45e9a	urn:catalog:MO:Tropicos:102056166	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Ceiba	Ceiba schottii		SPECIES	Ceiba schottii Britten & Baker fil.	Ceiba schottii Britten & Baker f.	Britten & Baker f.	MX	1 km al N de Hacienda Santa Cruz"," sobre el camino CalkinÃ­-Punta Arenas. VegetaciÃ³n secundaria.	Campeche	PRESENT		90fd6680-349f-11d8-aa2d-b8a03c50a862									1987-07-26	26	7	1987	8151353	8151353	PRESERVED_SPECIMEN	MO	Tropicos	102056166	13951	W.S. Alverson (F)	2007-01-01T00:00:00	CC_BY_4_0	Missouri Botanical Garden	Edgar Fco. Cabrera C.;H. de Cabrera			2025-01-25T19:30:23.365Z		TAXON_MATCH_TAXON_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY",,,
"4031960109	7bd65a7a-f762-11e1-a439-00145eb45e9a	urn:catalog:MO:Tropicos:102078614	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Ceiba	Ceiba schottii		SPECIES	Ceiba schottii Britten & Baker fil.	Ceiba schottii Britten & Baker f.	Britten & Baker f.	MX	A 7 km al SO de Valladolid"," sobre el camino a Dzitnup.	YucatÃ¡n	PRESENT	1	90fd6680-349f-11d8-aa2d-b8a03c50a862	20.65	-88.24			24.0				1985-06-29	29	6	1985	8151353	8151353	PRESERVED_SPECIMEN	MO	Tropicos	102078614	8758	W.S. Alverson (F)	2007-01-01T00:00:00	CC_BY_4_0	Missouri Botanical Garden	Edgar Fco. Cabrera C.;H. de Cabrera			2025-01-25T19:28:10.337Z		GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY",,,
"4031737953	7bd65a7a-f762-11e1-a439-00145eb45e9a	urn:catalog:MO:Tropicos:102078446	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Ceiba	Ceiba schottii		SPECIES	Ceiba schottii Britten & Baker fil.	Ceiba schottii Britten & Baker f.	Britten & Baker f.	MX	A 22 km al este de Carrillo Puerto", rumbo a VigÃ­a Chico," selva mediana	Quintana Roo	PRESENT		90fd6680-349f-11d8-aa2d-b8a03c50a862	19.67	-87.87							1982-09-20	20	9	1982	8151353	8151353	PRESERVED_SPECIMEN	MO	Tropicos	102078446	3581	W.S. Alverson (F)	2007-01-01T00:00:00	CC_BY_4_0	Missouri Botanical Garden	Edgar Fco. Cabrera C.;H. de Cabrera			2025-01-25T19:28:10.391Z		GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY",,
"4031737947	7bd65a7a-f762-11e1-a439-00145eb45e9a	urn:catalog:MO:Tropicos:102078149	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Ceiba	Ceiba schottii		SPECIES	Ceiba schottii Britten & Baker fil.	Ceiba schottii Britten & Baker f.	Britten & Baker f.	MX	A 6 km al Norte de Xel-Ha", selva mediana," alterada	Quintana Roo	PRESENT		90fd6680-349f-11d8-aa2d-b8a03c50a862	20.37	-87.36							1980-08-16	16	8	1980	8151353	8151353	PRESERVED_SPECIMEN	MO	Tropicos	102078149	3241	W.S. Alverson (F)	2007-01-01T00:00:00	CC_BY_4_0	Missouri Botanical Garden	Oswaldo TÃ©llez V.;Edgar Fco. Cabrera C.			2025-01-25T19:28:10.387Z		GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY",,
"4031653031	7bd65a7a-f762-11e1-a439-00145eb45e9a	urn:catalog:MO:Tropicos:102078291	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Ceiba	Ceiba schottii		SPECIES	Ceiba schottii Britten & Baker fil.	Ceiba schottii Britten & Baker f.	Britten & Baker f.	MX	Suroeste de CancÃºn"," en una antigua pista de aviones	Quintana Roo	PRESENT		90fd6680-349f-11d8-aa2d-b8a03c50a862	21.16	-86.83							1980-08-31	31	8	1980	8151353	8151353	PRESERVED_SPECIMEN	MO	Tropicos	102078291	11234	W.S. Alverson (F)	2007-01-01T00:00:00	CC_BY_4_0	Missouri Botanical Garden	Mario Sousa S.;Oswaldo TÃ©llez V.;Edgar Fco. Cabrera C.			2025-01-25T19:28:10.323Z		GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY",,,
"4031549701	7bd65a7a-f762-11e1-a439-00145eb45e9a	urn:catalog:MO:Tropicos:102053895	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Ceiba	Ceiba schottii		SPECIES	Ceiba schottii Britten & Baker fil.	Ceiba schottii Britten & Baker f.	Britten & Baker f.	MX	4 km al O de Tunkasche"," sobre el camino CalkinÃ­-Punta Arenas. Veg. selva baja alterada.	Campeche	PRESENT		90fd6680-349f-11d8-aa2d-b8a03c50a862									1987-09-19	19	9	1987	8151353	8151353	PRESERVED_SPECIMEN	MO	Tropicos	102053895	14371	W.S. Alverson (F)	2007-01-01T00:00:00	CC_BY_4_0	Missouri Botanical Garden	Edgar Fco. Cabrera C.;H. de Cabrera			2025-01-25T19:28:10.707Z		TAXON_MATCH_TAXON_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY",,,
"4031540126	7bd65a7a-f762-11e1-a439-00145eb45e9a	urn:catalog:MO:Tropicos:102078190	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Ceiba	Ceiba schottii		SPECIES	Ceiba schottii Britten & Baker fil.	Ceiba schottii Britten & Baker f.	Britten & Baker f.	MX	A 3 kms al norte de Xel-Ha.	Quintana Roo	PRESENT		90fd6680-349f-11d8-aa2d-b8a03c50a862	20.34	-87.36							1980-09-11	11	9	1980	8151353	8151353	PRESERVED_SPECIMEN	MO	Tropicos	102078190	3545	W.S. Alverson (F)	2007-01-01T00:00:00	CC_BY_4_0	Missouri Botanical Garden	Oswaldo TÃ©llez V.;Edgar Fco. Cabrera C.;Lourdes  Rico A.			2025-01-25T19:28:10.686Z		GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY",,,,
"3469898293	56e9c560-bd2a-11dd-b15e-b8a03c50a862	641fb1ad-5a77-450b-9b51-e2cc014659dd	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Ceiba	Ceiba schottii		SPECIES	Ceiba schottii Britten & Baker fil.	Ceiba schottii	Britten & Baker f.	MX			PRESENT		38a69420-bd2a-11dd-b15e-b8a03c50a862									1983-08-01	1	8	1983	8151353	8151353	PRESERVED_SPECIMEN	NO	Vascular Plants	NO0082302	2671			CC0_1_0		S. Darwin			2025-01-03T16:39:46.208Z	StillImage	CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_TAXON_ID_IGNORED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH;DIFFERENT_OWNER_INSTITUTION",,,,
"3469892188	56e9c560-bd2a-11dd-b15e-b8a03c50a862	0f70eb3b-8fa7-4b98-a53b-0ba7ee8dfb69	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Ceiba	Ceiba schottii		SPECIES	Ceiba schottii Britten & Baker fil.	Ceiba schottii	Britten & Baker f.	MX			PRESENT		38a69420-bd2a-11dd-b15e-b8a03c50a862									1982-07-12	12	7	1982	8151353	8151353	PRESERVED_SPECIMEN	NO	Vascular Plants	NO0082304	156			CC0_1_0		David A. White			2025-01-03T16:39:46.305Z	StillImage	CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_TAXON_ID_IGNORED;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH;DIFFERENT_OWNER_INSTITUTION",,,,
"3308617895	8016518a-f762-11e1-a439-00145eb45e9a	b4072a4174714b9e573c1ff93a3ba131	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Ceiba	Ceiba schottii		SPECIES	Ceiba schottii Britten & Baker fil.	Ceiba schottii	Britten & Baker f."," 1896	MX	Mpio. de Calakmul", a 4 km al O del poblado 'km 120'," carretera Xpujil-EscÃ¡rcega	Campeche	PRESENT	1	ff90b050-c256-11db-b71b-b8a03c50a862	18.51944	-89.73833	80.0		261.0				2003-08-01	1	8	2003	8151353	8151353	PRESERVED_SPECIMEN	IBUNAM	MEXU	1181974		E. MartÃ­nez S.		CC_BY_4_0	ComisiÃ³n Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	D. Alvarez			2024-04-11T20:16:32.524Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH",
"3308558153	8016518a-f762-11e1-a439-00145eb45e9a	204844f437b7581e617dd6f6da639aea	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Ceiba	Ceiba schottii		SPECIES	Ceiba schottii Britten & Baker fil.	Ceiba schottii	Britten & Baker f."," 1896	MX	Ejido Narciso Mendoza", a 1 km. del poblado," carr. Xpujil-Narciso.	Campeche	PRESENT	1	ff90b050-c256-11db-b71b-b8a03c50a862	18.23889	-89.45278	90.0		250.0				1997-08-25	25	8	1997	8151353	8151353	PRESERVED_SPECIMEN	IBUNAM	MEXU	876822		E. MartÃ­nez S.		CC_BY_4_0	ComisiÃ³n Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	D. Alvarez			2024-04-11T20:17:24.582Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH",
"3308545677	8016518a-f762-11e1-a439-00145eb45e9a	090d7536e2f2167b24a493669be47fe2	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Ceiba	Ceiba schottii		SPECIES	Ceiba schottii Britten & Baker fil.	Ceiba schottii	Britten & Baker f."," 1896	MX	Carretera Valladolid a Tinum sobre Km. 9.	Yucatan	PRESENT	1	ff90b050-c256-11db-b71b-b8a03c50a862	20.717	-88.3	70.0		22.0				1981-08-31	31	8	1981	8151353	8151353	PRESERVED_SPECIMEN	IBUNAM	MEXU	842721		J. C. Trejo		CC_BY_4_0	ComisiÃ³n Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	E. Ucan			2024-04-11T20:17:11.373Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH",,,
"3308542905	8016518a-f762-11e1-a439-00145eb45e9a	d9f6f5875a19f01e1b579898aa9e0a52	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Ceiba	Ceiba schottii		SPECIES	Ceiba schottii Britten & Baker fil.	Ceiba schottii	Britten & Baker f."," 1896	MX	Tixcacaltuyub-Sotuta"," Km. 3.5 Rancho Mucuy.	Yucatan	PRESENT	1	ff90b050-c256-11db-b71b-b8a03c50a862	20.5	-88.967	70.0						1985-06-26	26	6	1985	8151353	8151353	PRESERVED_SPECIMEN	IBUNAM	MEXU	853374		J. C. Trejo		CC_BY_4_0	ComisiÃ³n Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	Daniel Zizumbo Villarreal			2024-04-11T20:18:09.775Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH",,
"3308503066	8016518a-f762-11e1-a439-00145eb45e9a	a5d5073c6b168ff16b2d904ad0fd6cb5	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Ceiba	Ceiba schottii		SPECIES	Ceiba schottii Britten & Baker fil.	Ceiba schottii	Britten & Baker f."," 1896	MX	Zoh-Laguna"," por la laguna del pueblo.	Campeche	PRESENT	1	ff90b050-c256-11db-b71b-b8a03c50a862	18.583	-89.417	80.0		260.0				1997-09-05	5	9	1997	8151353	8151353	PRESERVED_SPECIMEN	IBUNAM	MEXU	891246		E. MartÃ­nez S.		CC_BY_4_0	ComisiÃ³n Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	G. Bacab			2024-04-11T20:17:59.459Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH",,
"3308473494	8016518a-f762-11e1-a439-00145eb45e9a	778de9b4f49a580c73bc405db68463f7	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Ceiba	Ceiba schottii		SPECIES	Ceiba schottii Britten & Baker fil.	Ceiba schottii	Britten & Baker f."," 1896	MX	a 8 km al N de Calakmul"," Campeche	Campeche	PRESENT	1	ff90b050-c256-11db-b71b-b8a03c50a862	18.14639	-89.783	90.0		199.0				1997-07-13	13	7	1997	8151353	8151353	PRESERVED_SPECIMEN	IBUNAM	MEXU	796623		E. MartÃ­nez S.		CC_BY_4_0	ComisiÃ³n Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	E. MartÃ­nez S.; D. Alvarez; S. RamÃ­rez			2024-04-11T20:16:17.698Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH",,
"3308423117	8016518a-f762-11e1-a439-00145eb45e9a	9f8959c409bf1ccfd886cdd88f202691	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Ceiba	Ceiba schottii		SPECIES	Ceiba schottii Britten & Baker fil.	Ceiba schottii	Britten & Baker f."," 1896	MX	JardÃ­n BotÃ¡nico Regional CICY.	Yucatan	PRESENT	1	ff90b050-c256-11db-b71b-b8a03c50a862	21.02833	-89.63806	70.0						1994-06-14	14	6	1994	8151353	8151353	PRESERVED_SPECIMEN	IBUNAM	MEXU	674138		P. SimÃ¡		CC_BY_4_0	ComisiÃ³n Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	P. SimÃ¡			2024-04-11T20:17:56.612Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH",,,
"3308388155	8016518a-f762-11e1-a439-00145eb45e9a	be0fadb48a96f55d9771a7364efe6349	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Ceiba	Ceiba schottii		SPECIES	Ceiba schottii Britten & Baker fil.	Ceiba schottii	Britten & Baker f."," 1896	MX	1 Km al N de Hacienda Santa Cruz"," sobre el camino Calkini-Punta Arenas	Campeche	PRESENT	1	ff90b050-c256-11db-b71b-b8a03c50a862	20.405556	-90.240278	70.0						1987-07-26	26	7	1987	8151353	8151353	PRESERVED_SPECIMEN	IBUNAM	MEXU	589702		R. DurÃ¡n G.		CC_BY_4_0	ComisiÃ³n Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	Edgar Cabrera C.; H. de Cabrera			2024-04-11T20:16:38.227Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH",,
"3308286630	8016518a-f762-11e1-a439-00145eb45e9a	83e61122076ef8e62cc0007680573bcc	Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae	Ceiba	Ceiba schottii		SPECIES	Ceiba schottii Britten & Baker fil.	Ceiba schottii	Britten & Baker f."," 1896	MX	22 km al NE de Felipe Carrillo Puerto"," rumbo a VigÃ­a Chico	Quintana roo	PRESENT	1	ff90b050-c256-11db-b71b-b8a03c50a862	19.681944	-87.865278	80.0						1982-09-20	20	9	1982	8151353	8151353	PRESERVED_SPECIMEN	IBUNAM	MEXU	348698		R. DurÃ¡n G.		CC_BY_4_0	ComisiÃ³n Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	E. Cabrera; H. de Cabrera			2024-04-11T20:16:19.520Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH",,
